design_id,player_id,repeats,games_per_repeat,total_games,num_battles,trait_aggressiveness,trait_risk_tolerance,trait_tempo,trait_bluffiness,trait_stubbornness,trait_domination_drive,trait_herding,trait_ev_adherence,trait_exploration,winrate_percent,wins
96,2,3,192,576,3,56,48,16,76,28,96,48,86,2,17.708,102
96,3,3,192,576,3,92,88,6,100,48,76,100,60,6,31.944,184
97,0,3,192,576,3,60,56,8,84,88,92,12,80,9,9.722,56
97,1,3,192,576,3,36,92,8,16,40,32,36,8,1,27.951,161
97,2,3,192,576,3,24,32,10,24,18,16,52,44,1,11.806,68
97,3,3,192,576,3,54,60,32,98,62,2,40,12,2,50.347,290
98,0,3,192,576,3,22,28,84,20,44,48,88,48,4,22.743,131
98,1,3,192,576,3,90,28,68,64,60,60,64,66,6,38.194,220
98,2,3,192,576,3,78,64,92,80,88,100,20,96,6,22.049,127
98,3,3,192,576,3,16,22,62,40,8,52,98,84,9,16.840,97
99,0,3,192,576,3,30,90,32,58,24,10,40,12,0,53.472,308
99,1,3,192,576,3,56,16,88,40,10,84,8,100,5,8.160,47
99,2,3,192,576,3,72,20,28,60,44,44,88,62,4,19.271,111
99,3,3,192,576,3,28,94,90,74,76,32,72,72,5,18.576,107
100,0,3,192,576,3,90,20,56,50,68,52,62,64,5,19.618,113
100,1,3,192,576,3,16,56,36,92,88,8,92,28,10,30.035,173
100,2,3,192,576,3,30,84,74,44,64,64,36,12,8,26.736,154
100,3,3,192,576,3,88,24,20,14,28,84,16,44,4,23.090,133
101,0,3,192,576,3,84,88,92,34,60,84,32,24,2,39.236,226
101,1,3,192,576,3,76,12,48,28,66,16,80,44,9,31.944,184
101,2,3,192,576,3,60,40,20,6,30,54,40,72,3,14.410,83
101,3,3,192,576,3,8,64,46,52,64,88,60,88,9,14.062,81
102,0,3,192,576,3,44,4,16,72,0,28,70,52,7,23.090,133
102,1,3,192,576,3,48,72,80,76,32,90,20,84,3,10.243,59
102,2,3,192,576,3,38,62,76,96,52,36,88,20,10,21.528,124
102,3,3,192,576,3,76,6,64,12,20,40,4,16,0,44.792,258
103,0,3,192,576,3,2,68,68,8,28,16,4,92,8,13.368,77
103,1,3,192,576,3,6,84,52,0,84,64,52,50,7,16.840,97
103,2,3,192,576,3,6,8,38,66,6,84,4,36,2,29.167,168
103,3,3,192,576,3,80,84,88,78,96,72,28,28,4,39.931,230
104,0,3,192,576,3,66,48,44,100,88,72,94,32,3,32.986,190
104,1,3,192,576,3,72,50,24,54,16,42,48,24,2,38.021,219
104,2,3,192,576,3,94,90,58,36,76,2,68,86,5,15.278,88
104,3,3,192,576,3,48,46,4,36,46,20,84,56,7,13.194,76
105,0,3,192,576,3,70,96,68,64,38,60,34,16,2,44.792,258
105,1,3,192,576,3,20,38,2,88,78,80,86,92,9,13.021,75
105,2,3,192,576,3,54,20,16,92,12,62,76,38,7,25.174,145
105,3,3,192,576,3,64,10,76,60,36,6,52,80,5,16.667,96
106,0,3,192,576,3,12,12,40,32,96,4,64,56,7,23.438,135
106,1,3,192,576,3,56,78,72,32,20,2,14,32,4,37.326,215
106,2,3,192,576,3,46,76,84,12,84,28,48,88,1,11.806,68
106,3,3,192,576,3,6,72,8,4,80,60,8,4,6,26.910,155
107,0,3,192,576,3,44,52,96,92,74,42,10,100,9,16.840,97
107,1,3,192,576,3,100,64,96,60,72,28,58,2,5,40.799,235
107,2,3,192,576,3,2,30,48,28,36,78,66,56,8,17.188,99
107,3,3,192,576,3,38,38,44,82,4,28,36,40,8,24.132,139
108,0,3,192,576,3,76,32,20,2,16,98,90,28,4,32.292,186
108,1,3,192,576,3,28,0,30,12,28,54,42,74,0,17.535,101
108,2,3,192,576,3,98,72,54,74,60,6,8,4,5,37.847,218
108,3,3,192,576,3,80,80,76,32,54,76,80,64,1,11.979,69
109,0,3,192,576,3,100,72,32,14,8,68,22,84,9,12.674,73
109,1,3,192,576,3,68,56,38,72,4,72,28,60,1,30.903,178
109,2,3,192,576,3,18,4,2,88,48,24,16,64,9,13.889,80
109,3,3,192,576,3,24,18,100,92,38,96,44,20,6,42.361,244
110,0,3,192,576,3,32,44,58,80,50,24,80,40,5,31.250,180
110,1,3,192,576,3,8,22,84,20,96,48,70,18,6,22.569,130
110,2,3,192,576,3,82,100,94,16,72,92,56,16,4,34.896,201
110,3,3,192,576,3,60,52,18,44,92,44,88,96,3,10.938,63
111,0,3,192,576,3,14,80,4,40,80,36,46,6,1,19.965,115
111,1,3,192,576,3,38,34,56,96,48,24,2,48,3,21.701,125
111,2,3,192,576,3,64,44,32,48,24,40,28,28,6,28.125,162
111,3,3,192,576,3,96,34,32,68,24,64,68,60,1,29.340,169
112,0,3,192,576,3,56,10,80,52,36,80,52,72,6,23.958,138
112,1,3,192,576,3,86,96,16,48,52,96,98,76,8,27.083,156
112,2,3,192,576,3,36,52,64,56,96,70,100,80,2,21.875,126
112,3,3,192,576,3,32,98,52,20,72,16,24,36,10,26.736,154
113,0,3,192,576,3,50,76,40,12,64,20,82,2,7,25.868,149
113,1,3,192,576,3,46,96,48,52,64,4,32,96,5,13.715,79
113,2,3,192,576,3,72,36,84,64,98,88,22,32,2,36.632,211
113,3,3,192,576,3,36,72,12,56,86,12,58,32,7,23.264,134
114,0,3,192,576,3,18,8,64,96,22,64,18,76,2,9.549,55
114,1,3,192,576,3,80,36,76,4,36,76,68,28,0,27.778,160
114,2,3,192,576,3,28,68,12,32,20,20,52,82,6,19.271,111
114,3,3,192,576,3,96,8,96,8,32,60,2,56,4,43.056,248
115,0,3,192,576,3,36,68,24,32,48,76,56,84,3,14.236,82
115,1,3,192,576,3,72,24,56,80,80,50,12,12,9,46.354,267
115,2,3,192,576,3,20,12,52,0,72,74,34,74,3,14.931,86
115,3,3,192,576,3,60,76,54,80,52,28,30,100,1,24.132,139
116,0,3,192,576,3,96,40,100,72,92,32,44,40,8,36.285,209
116,1,3,192,576,3,0,60,20,24,18,30,88,64,4,16.667,96
116,2,3,192,576,3,80,84,44,96,46,42,92,24,10,22.917,132
116,3,3,192,576,3,20,44,36,34,4,80,86,24,8,23.958,138
117,0,3,192,576,3,80,52,60,62,84,2,74,96,5,15.451,89
117,1,3,192,576,3,92,4,8,92,38,44,76,56,3,35.069,202
117,2,3,192,576,3,12,40,98,58,60,28,84,58,4,15.799,91
117,3,3,192,576,3,76,56,10,96,90,96,38,66,3,32.986,190
118,0,3,192,576,3,40,36,36,44,26,58,24,32,10,17.882,103
118,1,3,192,576,3,32,68,64,42,62,74,24,20,8,26.215,151
118,2,3,192,576,3,88,56,4,40,34,56,42,8,9,39.583,228
118,3,3,192,576,3,44,12,80,42,40,50,94,44,6,16.146,93
119,0,3,192,576,3,8,100,76,84,4,96,100,14,6,27.604,159
119,1,3,192,576,3,16,80,92,68,8,100,54,38,2,20.486,118
119,2,3,192,576,3,56,12,68,20,86,12,72,48,1,22.569,130
119,3,3,192,576,3,0,96,70,70,74,68,76,0,10,28.993,167
120,0,3,192,576,3,76,16,0,22,62,40,0,60,1,42.882,247
120,1,3,192,576,3,60,40,32,16,92,20,46,84,7,8.160,47
120,2,3,192,576,3,44,92,36,76,8,78,0,98,7,19.618,113
120,3,3,192,576,3,68,34,40,16,20,16,18,76,2,28.646,165
121,0,3,192,576,3,64,64,84,40,14,28,68,88,4,14.062,81
121,1,3,192,576,3,10,46,42,44,0,56,80,4,5,32.812,189
121,2,3,192,576,3,4,24,88,46,80,32,46,26,6,22.222,128
121,3,3,192,576,3,44,20,68,88,10,4,48,52,9,30.903,178
122,0,3,192,576,3,4,46,10,52,72,84,34,36,9,21.875,126
122,1,3,192,576,3,64,82,84,98,100,36,18,68,10,19.965,115
122,2,3,192,576,3,96,80,8,50,0,52,80,76,1,20.833,120
122,3,3,192,576,3,88,60,48,48,60,56,92,26,2,37.153,214
123,0,3,192,576,3,48,84,52,18,100,72,92,20,6,34.201,197
123,1,3,192,576,3,84,68,60,22,44,12,62,88,1,9.896,57
123,2,3,192,576,3,52,24,68,82,56,4,10,68,9,20.139,116
123,3,3,192,576,3,68,32,0,64,26,36,64,18,3,35.417,204
124,0,3,192,576,3,84,0,24,76,40,16,8,56,0,37.674,217
124,1,3,192,576,3,44,8,12,70,56,82,38,36,6,28.472,164
124,2,3,192,576,3,48,72,28,16,26,86,64,18,3,21.181,122
124,3,3,192,576,3,12,88,82,24,80,86,20,92,5,12.500,72
125,0,3,192,576,3,92,92,16,88,34,48,76,6,6,43.924,253
125,1,3,192,576,3,52,52,6,8,76,92,28,48,7,16.319,94
125,2,3,192,576,3,68,4,78,28,68,94,60,52,8,14.757,85
125,3,3,192,576,3,92,0,58,60,14,92,52,48,1,24.479,141
126,0,3,192,576,3,28,24,90,4,76,90,22,68,1,27.257,157
126,1,3,192,576,3,24,12,72,62,24,14,72,80,2,19.444,112
126,2,3,192,576,3,32,96,24,70,40,16,12,4,5,42.535,245
126,3,3,192,576,3,28,68,26,4,68,40,8,74,8,10.069,58
127,0,3,192,576,3,20,60,50,68,54,52,52,78,3,22.569,130
127,1,3,192,576,3,28,24,100,36,70,40,4,60,8,23.090,133
127,2,3,192,576,3,14,48,60,88,92,66,96,42,7,35.764,206
127,3,3,192,576,3,16,48,24,88,48,72,34,82,7,18.229,105
128,0,3,192,576,3,60,32,76,26,12,8,48,48,8,13.368,77
128,1,3,192,576,3,94,90,28,84,30,68,96,14,3,46.007,265
128,2,3,192,576,3,88,54,44,8,12,48,30,92,0,6.424,37
128,3,3,192,576,3,52,84,92,26,96,24,78,8,4,33.854,195
129,0,3,192,576,3,60,78,14,72,56,80,92,34,6,28.646,165
129,1,3,192,576,3,58,84,40,90,56,48,6,36,1,36.111,208
129,2,3,192,576,3,8,96,12,40,88,28,92,8,7,20.312,117
129,3,3,192,576,3,2,16,92,80,76,78,46,86,8,14.583,84
130,0,3,192,576,3,20,12,88,34,2,36,8,92,1,13.715,79
130,1,3,192,576,3,16,46,84,44,44,70,94,88,6,13.542,78
130,2,3,192,576,3,92,2,84,58,18,62,32,56,1,45.312,261
130,3,3,192,576,3,66,54,22,32,28,24,90,12,1,26.389,152
131,0,3,192,576,3,28,74,48,94,30,22,66,50,5,27.778,160
131,1,3,192,576,3,36,8,56,68,100,96,24,72,5,21.875,126
131,2,3,192,576,3,62,52,44,76,64,8,52,100,8,9.201,53
131,3,3,192,576,3,78,36,26,54,62,56,66,44,5,41.146,237
132,0,3,192,576,3,92,42,72,12,86,66,32,24,10,25.000,144
132,1,3,192,576,3,88,70,16,16,0,24,76,6,10,40.104,231
132,2,3,192,576,3,38,48,52,20,44,78,24,48,4,25.347,146
132,3,3,192,576,3,42,94,56,8,8,8,24,72,6,8.681,50
133,0,3,192,576,3,84,52,88,24,88,96,52,64,3,17.708,102
133,1,3,192,576,3,4,14,4,50,32,0,60,16,9,22.049,127
133,2,3,192,576,3,72,80,4,32,52,92,2,84,9,17.882,103
133,3,3,192,576,3,60,6,82,70,98,12,52,16,1,42.014,242
134,0,3,192,576,3,48,32,12,84,44,40,48,12,8,36.806,212
134,1,3,192,576,3,72,52,76,4,68,80,40,60,4,18.750,108
134,2,3,192,576,3,28,24,100,64,30,24,76,32,3,27.604,159
134,3,3,192,576,3,20,76,0,16,44,64,8,88,10,16.493,95
135,0,3,192,576,3,4,94,52,44,24,4,76,44,7,23.611,136
135,1,3,192,576,3,76,92,96,78,24,56,84,78,7,14.931,86
135,2,3,192,576,3,24,70,36,96,76,70,40,24,5,37.674,217
135,3,3,192,576,3,36,40,48,96,64,46,36,56,6,22.743,131
136,0,3,192,576,3,64,16,28,62,68,60,24,80,2,25.694,148
136,1,3,192,576,3,48,26,32,26,76,24,16,44,2,26.042,150
136,2,3,192,576,3,76,26,68,0,6,40,82,72,2,10.938,63
136,3,3,192,576,3,96,78,66,42,18,94,80,28,3,36.979,213
137,0,3,192,576,3,76,68,62,76,8,72,58,70,3,11.979,69
137,1,3,192,576,3,100,36,46,8,18,88,56,64,9,12.153,70
137,2,3,192,576,3,64,56,8,70,84,100,64,0,0,45.139,260
137,3,3,192,576,3,18,66,38,64,2,84,62,4,5,30.035,173
138,0,3,192,576,3,6,48,36,16,52,16,44,4,8,22.049,127
138,1,3,192,576,3,28,98,80,60,84,18,44,10,4,34.201,197
138,2,3,192,576,3,36,40,88,28,10,16,12,52,7,27.431,158
138,3,3,192,576,3,52,4,70,24,56,34,6,80,4,15.625,90
139,0,3,192,576,3,38,84,78,54,80,28,82,40,6,23.090,133
139,1,3,192,576,3,20,60,52,36,36,44,76,30,5,30.729,177
139,2,3,192,576,3,20,92,28,8,60,64,80,92,5,9.722,56
139,3,3,192,576,3,92,82,78,88,36,52,26,64,2,36.111,208
140,0,3,192,576,3,80,6,2,40,36,84,16,88,1,15.972,92
140,1,3,192,576,3,54,24,24,84,64,64,24,96,0,13.194,76
140,2,3,192,576,3,80,12,68,88,36,44,44,42,8,49.479,285
140,3,3,192,576,3,26,48,10,48,82,0,82,40,9,19.965,115
141,0,3,192,576,3,96,88,38,26,40,54,100,26,5,53.819,310
141,1,3,192,576,3,38,68,8,44,92,60,10,88,1,14.583,84
141,2,3,192,576,3,2,68,24,50,72,36,28,78,4,7.812,45
141,3,3,192,576,3,72,62,34,84,24,20,44,96,4,23.090,133
142,0,3,192,576,3,36,20,64,68,94,10,0,96,0,21.007,121
142,1,3,192,576,3,84,4,66,96,8,32,90,40,6,30.903,178
142,2,3,192,576,3,96,36,80,48,48,54,96,28,9,30.556,176
142,3,3,192,576,3,10,20,54,28,72,70,100,20,7,17.014,98
143,0,3,192,576,3,20,58,22,4,72,48,74,58,4,16.493,95
143,1,3,192,576,3,68,42,88,24,60,8,32,20,3,36.111,208
143,2,3,192,576,3,54,84,42,16,96,2,14,16,2,24.479,141
143,3,3,192,576,3,46,90,94,62,38,38,70,36,9,22.049,127
144,0,3,192,576,3,50,26,96,92,18,92,26,20,9,31.076,179
144,1,3,192,576,3,8,80,36,68,40,86,68,56,8,16.840,97
144,2,3,192,576,3,44,14,60,82,24,82,62,68,6,19.097,110
144,3,3,192,576,3,86,28,14,0,92,88,12,60,0,32.465,187
145,0,3,192,576,3,56,62,32,48,84,8,10,62,8,18.403,106
145,1,3,192,576,3,72,76,4,28,28,16,2,72,6,12.847,74
145,2,3,192,576,3,56,100,92,96,20,52,36,20,5,43.229,249
145,3,3,192,576,3,84,4,52,72,50,86,56,56,3,25.000,144
146,0,3,192,576,3,12,28,56,56,28,52,88,14,3,40.278,232
146,1,3,192,576,3,0,38,72,76,72,92,100,0,1,29.340,169
146,2,3,192,576,3,44,4,10,6,98,32,88,68,2,10.069,58
146,3,3,192,576,3,48,66,34,14,6,36,12,34,6,19.792,114
147,0,3,192,576,3,32,92,4,22,4,90,36,28,2,21.181,122
147,1,3,192,576,3,48,0,100,0,20,68,30,34,9,28.299,163
147,2,3,192,576,3,12,52,74,36,48,88,20,88,10,17.708,102
147,3,3,192,576,3,8,44,16,100,84,54,32,22,9,32.465,187
148,0,3,192,576,3,100,24,80,86,60,46,64,96,7,21.181,122
148,1,3,192,576,3,80,64,28,52,80,40,70,92,4,20.486,118
148,2,3,192,576,3,88,44,28,66,72,4,56,36,3,48.264,278
148,3,3,192,576,3,72,88,100,38,34,4,76,100,2,9.722,56
149,0,3,192,576,3,76,82,68,100,66,14,46,44,0,48.438,279
149,1,3,192,576,3,16,20,40,18,52,36,58,76,3,12.500,72
149,2,3,192,576,3,20,76,76,80,34,16,70,96,9,11.632,67
149,3,3,192,576,3,30,24,72,76,74,24,48,44,7,26.389,152
150,0,3,192,576,3,44,2,44,6,20,72,56,84,5,10.938,63
150,1,3,192,576,3,62,56,80,64,48,58,42,48,8,27.951,161
150,2,3,192,576,3,80,22,20,24,60,94,6,46,4,41.319,238
150,3,3,192,576,3,88,56,44,36,20,74,92,68,4,19.444,112
151,0,3,192,576,3,12,64,96,72,48,84,20,72,9,9.896,57
151,1,3,192,576,3,92,94,60,40,96,84,86,16,2,51.910,299
151,2,3,192,576,3,72,72,58,42,8,50,84,12,7,24.826,143
151,3,3,192,576,3,56,28,8,52,90,42,64,76,0,12.847,74
152,0,3,192,576,3,70,44,20,36,92,28,80,0,4,46.701,269
152,1,3,192,576,3,32,32,12,92,4,10,14,56,7,17.188,99
152,2,3,192,576,3,28,30,38,60,84,66,40,60,1,13.368,77
152,3,3,192,576,3,14,92,78,10,42,92,20,0,8,21.875,126
153,0,3,192,576,3,66,98,92,4,32,40,38,48,1,14.410,83
153,1,3,192,576,3,84,28,12,72,90,72,50,26,4,21.007,121
153,2,3,192,576,3,12,60,84,16,0,20,8,14,2,17.361,100
153,3,3,192,576,3,100,52,6,84,26,80,40,26,1,46.701,269
154,0,3,192,576,3,4,16,18,92,78,96,60,76,6,16.493,95
154,1,3,192,576,3,44,92,64,20,10,46,48,96,9,13.194,76
154,2,3,192,576,3,88,40,18,88,80,88,68,64,6,32.639,188
154,3,3,192,576,3,32,16,86,28,80,32,96,52,8,36.979,213
155,0,3,192,576,3,46,56,72,30,56,60,14,68,9,33.333,192
155,1,3,192,576,3,10,56,92,94,58,20,80,68,1,29.688,171
155,2,3,192,576,3,68,90,52,56,26,42,48,80,3,23.785,137
155,3,3,192,576,3,24,100,64,56,10,62,72,92,7,12.847,74
156,0,3,192,576,3,86,36,46,64,10,4,88,8,5,28.646,165
156,1,3,192,576,3,64,16,32,48,42,98,20,8,6,36.458,210
156,2,3,192,576,3,32,8,48,48,56,72,76,32,9,15.972,92
156,3,3,192,576,3,56,32,46,6,58,8,16,18,5,18.576,107
157,0,3,192,576,3,88,72,8,52,16,34,6,54,8,28.993,167
157,1,3,192,576,3,28,72,48,86,16,76,8,24,7,35.938,207
157,2,3,192,576,3,52,64,94,12,38,56,96,90,4,15.972,92
157,3,3,192,576,3,40,70,20,68,50,20,58,76,9,18.750,108
158,0,3,192,576,3,28,38,84,42,70,78,96,20,4,25.174,145
158,1,3,192,576,3,96,12,78,34,86,4,92,52,2,28.299,163
158,2,3,192,576,3,48,32,2,92,68,28,26,40,8,21.875,126
158,3,3,192,576,3,80,12,88,20,94,66,2,48,2,23.958,138
159,0,3,192,576,3,22,76,28,80,96,64,30,36,2,16.840,97
159,1,3,192,576,3,52,48,56,58,34,28,36,82,8,10.069,58
159,2,3,192,576,3,4,86,64,74,12,80,58,4,0,25.000,144
159,3,3,192,576,3,64,80,62,92,16,48,30,8,3,47.917,276
160,0,3,192,576,3,60,8,54,12,44,20,68,92,7,17.708,102
160,1,3,192,576,3,24,84,20,12,66,52,64,42,3,25.868,149
160,2,3,192,576,3,96,18,32,28,94,12,18,52,7,36.806,212
160,3,3,192,576,3,4,40,30,46,66,100,86,82,6,18.924,109
161,0,3,192,576,3,58,72,76,36,68,0,36,76,3,16.667,96
161,1,3,192,576,3,60,50,68,60,14,82,8,48,1,22.396,129
161,2,3,192,576,3,24,0,42,72,52,76,86,14,6,40.799,235
161,3,3,192,576,3,44,8,8,44,30,24,32,32,1,18.750,108
162,0,3,192,576,3,24,44,0,70,24,56,64,48,8,19.965,115
162,1,3,192,576,3,12,16,8,6,88,12,94,76,6,10.764,62
162,2,3,192,576,3,76,96,62,26,28,8,40,66,2,28.993,167
162,3,3,192,576,3,76,72,76,92,76,72,88,58,8,38.889,224
163,0,3,192,576,3,32,80,60,8,46,96,12,8,7,34.722,200
163,1,3,192,576,3,34,28,36,82,32,36,36,58,5,18.403,106
163,2,3,192,576,3,80,48,24,8,80,60,68,80,10,26.042,150
163,3,3,192,576,3,68,42,72,20,8,40,56,98,7,20.486,118
164,0,3,192,576,3,88,12,36,98,88,40,88,68,2,25.694,148
164,1,3,192,576,3,92,88,88,36,68,56,64,18,10,28.646,165
164,2,3,192,576,3,20,56,80,90,2,32,4,28,3,23.090,133
164,3,3,192,576,3,0,76,40,66,60,92,0,24,4,21.875,126
165,0,3,192,576,3,88,96,24,88,88,20,20,22,5,33.333,192
165,1,3,192,576,3,4,44,78,100,88,68,52,4,8,31.424,181
165,2,3,192,576,3,88,24,26,52,92,40,20,88,8,16.667,96
165,3,3,192,576,3,96,14,16,4,44,84,74,68,9,17.882,103
166,0,3,192,576,3,44,14,100,20,28,64,80,56,0,16.146,93
166,1,3,192,576,3,76,84,44,46,12,38,48,74,3,26.562,153
166,2,3,192,576,3,12,80,72,44,16,72,54,38,4,26.215,151
166,3,3,192,576,3,36,56,98,58,100,36,18,40,2,30.903,178
167,0,3,192,576,3,0,50,40,58,0,76,44,88,4,11.458,66
167,1,3,192,576,3,78,70,24,72,58,14,78,92,7,20.486,118
167,2,3,192,576,3,40,28,8,12,66,24,36,4,7,29.167,168
167,3,3,192,576,3,20,36,52,30,16,56,38,4,3,38.715,223
168,0,3,192,576,3,68,34,64,48,58,32,56,36,9,33.681,194
168,1,3,192,576,3,44,8,52,24,44,92,22,32,2,24.132,139
168,2,3,192,576,3,60,68,90,84,40,92,90,56,1,26.042,150
168,3,3,192,576,3,60,96,32,84,64,4,96,76,5,15.799,91
169,0,3,192,576,3,72,86,48,16,16,44,16,14,6,23.958,138
169,1,3,192,576,3,96,4,72,40,52,30,56,52,9,23.611,136
169,2,3,192,576,3,94,38,36,40,74,46,56,20,1,38.368,221
169,3,3,192,576,3,28,60,60,12,56,16,64,50,3,13.889,80
170,0,3,192,576,3,10,4,74,80,76,88,86,60,1,18.576,107
170,1,3,192,576,3,30,66,2,88,48,50,44,24,4,28.125,162
170,2,3,192,576,3,6,58,68,56,44,64,16,72,6,12.500,72
170,3,3,192,576,3,92,20,30,52,0,68,20,28,6,40.278,232
171,0,3,192,576,3,42,66,16,44,96,52,40,96,5,13.889,80
171,1,3,192,576,3,24,78,28,12,94,76,86,44,5,25.174,145
171,2,3,192,576,3,48,10,6,76,100,18,100,84,3,19.444,112
171,3,3,192,576,3,52,88,20,36,84,48,48,16,10,40.799,235
172,0,3,192,576,3,76,48,90,52,38,8,60,32,10,52.951,305
172,1,3,192,576,3,52,44,96,68,6,4,12,84,0,14.410,83
172,2,3,192,576,3,52,94,98,20,20,98,28,36,9,19.097,110
172,3,3,192,576,3,16,30,88,76,36,98,92,92,2,13.194,76
173,0,3,192,576,3,98,56,50,64,36,26,28,82,4,24.306,140
173,1,3,192,576,3,42,100,88,4,26,20,2,100,2,13.715,79
173,2,3,192,576,3,32,36,48,34,88,84,50,96,5,11.979,69
173,3,3,192,576,3,88,68,64,40,70,80,32,48,7,49.826,287
174,0,3,192,576,3,32,28,24,28,80,82,72,40,9,28.993,167
174,1,3,192,576,3,82,36,40,52,76,100,98,28,7,36.806,212
174,2,3,192,576,3,68,66,52,64,6,0,76,44,8,16.319,94
174,3,3,192,576,3,44,0,44,96,24,28,76,72,4,17.014,98
175,0,3,192,576,3,16,90,84,92,50,70,4,2,7,20.486,118
175,1,3,192,576,3,64,22,18,28,20,76,28,8,3,28.125,162
175,2,3,192,576,3,84,16,16,94,62,56,8,12,0,45.833,264
175,3,3,192,576,3,12,84,4,12,92,60,54,84,1,5.035,29
176,0,3,192,576,3,54,20,10,0,8,12,96,76,2,12.326,71
176,1,3,192,576,3,12,60,60,80,80,44,72,66,8,13.194,76
176,2,3,192,576,3,16,84,82,4,32,36,66,62,7,19.965,115
176,3,3,192,576,3,68,48,86,74,40,12,10,8,8,54.340,313
177,0,3,192,576,3,52,92,68,60,92,86,68,6,1,38.194,220
177,1,3,192,576,3,70,60,76,20,92,52,12,60,5,12.326,71
177,2,3,192,576,3,76,6,66,18,36,4,44,4,6,28.993,167
177,3,3,192,576,3,74,24,48,2,4,14,72,10,6,20.312,117
178,0,3,192,576,3,16,24,44,46,48,30,32,72,6,14.236,82
178,1,3,192,576,3,4,20,48,76,8,28,88,12,0,55.208,318
178,2,3,192,576,3,24,98,32,84,56,86,84,52,1,18.576,107
178,3,3,192,576,3,8,58,68,60,52,64,16,88,3,11.632,67
179,0,3,192,576,3,36,60,92,82,20,18,92,84,10,24.306,140
179,1,3,192,576,3,48,32,20,48,60,2,32,44,9,31.597,182
179,2,3,192,576,3,32,46,96,54,12,32,0,92,8,20.486,118
179,3,3,192,576,3,48,26,84,26,32,44,40,68,2,23.264,134
180,0,3,192,576,3,96,30,16,24,64,76,8,40,5,30.208,174
180,1,3,192,576,3,76,96,54,96,40,78,68,80,4,11.632,67
180,2,3,192,576,3,68,50,0,50,82,52,72,42,4,25.521,147
180,3,3,192,576,3,82,92,4,86,88,96,96,48,10,32.118,185
181,0,3,192,576,3,80,64,32,10,60,92,76,100,8,34.896,201
181,1,3,192,576,3,16,40,66,32,16,96,56,90,3,22.396,129
181,2,3,192,576,3,40,20,56,12,24,68,52,76,10,19.965,115
181,3,3,192,576,3,16,4,28,48,20,76,28,88,5,22.569,130
182,0,3,192,576,3,40,46,56,96,4,50,24,28,3,22.049,127
182,1,3,192,576,3,60,76,12,86,84,24,46,36,8,17.882,103
182,2,3,192,576,3,60,78,48,92,94,48,22,26,3,26.910,155
182,3,3,192,576,3,54,64,60,88,72,28,84,14,6,32.986,190
183,0,3,192,576,3,8,84,8,32,26,12,52,16,2,14.410,83
183,1,3,192,576,3,88,64,34,10,36,48,76,4,2,19.965,115
183,2,3,192,576,3,92,28,88,72,48,96,92,18,5,35.243,203
183,3,3,192,576,3,90,46,92,22,44,58,60,30,8,29.514,170
184,0,3,192,576,3,72,0,84,76,84,56,48,58,7,35.069,202
184,1,3,192,576,3,36,4,92,56,64,72,24,70,6,19.097,110
184,2,3,192,576,3,8,74,16,30,70,12,32,68,2,12.500,72
184,3,3,192,576,3,28,86,24,64,88,8,4,54,1,32.812,189
185,0,3,192,576,3,64,54,4,88,40,68,84,92,8,7.118,41
185,1,3,192,576,3,88,10,84,76,28,8,62,40,5,29.688,171
185,2,3,192,576,3,44,42,58,100,40,72,12,8,1,50.174,289
185,3,3,192,576,3,60,72,96,40,80,20,36,80,9,12.847,74
186,0,3,192,576,3,6,36,80,6,100,24,16,32,3,15.278,88
186,1,3,192,576,3,40,76,42,30,72,84,38,84,10,9.201,53
186,2,3,192,576,3,56,60,40,4,64,44,60,58,7,20.312,117
186,3,3,192,576,3,24,12,16,96,28,72,80,4,0,55.035,317
187,0,3,192,576,3,48,100,32,66,72,36,60,24,2,40.278,232
187,1,3,192,576,3,8,88,16,56,24,60,82,56,1,15.451,89
187,2,3,192,576,3,100,8,76,36,16,88,30,96,5,10.938,63
187,3,3,192,576,3,32,80,36,18,56,40,50,40,4,32.986,190
188,0,3,192,576,3,82,16,58,28,14,80,42,52,6,24.826,143
188,1,3,192,576,3,66,48,62,2,76,32,18,22,6,31.250,180
188,2,3,192,576,3,0,88,20,68,90,20,96,48,8,20.312,117
188,3,3,192,576,3,96,40,56,68,12,88,6,64,7,23.438,135
189,0,3,192,576,3,92,78,96,40,12,60,72,10,1,41.667,240
189,1,3,192,576,3,26,92,68,64,54,42,4,12,7,39.757,229
189,2,3,192,576,3,84,32,72,80,4,8,80,80,3,8.333,48
189,3,3,192,576,3,6,52,80,8,96,84,68,22,2,9.896,57
190,0,3,192,576,3,26,6,20,56,52,4,28,64,5,24.306,140
190,1,3,192,576,3,96,32,4,16,46,64,96,64,2,33.507,193
190,2,3,192,576,3,16,64,30,24,76,80,46,32,9,31.424,181
190,3,3,192,576,3,64,16,12,56,48,32,24,94,9,10.590,61
191,0,3,192,576,3,20,70,68,16,76,44,96,80,9,14.583,84
191,1,3,192,576,3,56,18,24,92,96,90,28,94,9,19.271,111
191,2,3,192,576,3,36,16,92,42,28,24,64,24,2,42.535,245
191,3,3,192,576,3,80,98,40,32,68,52,44,62,5,23.090,133
192,0,3,192,576,3,62,40,42,76,34,100,2,46,4,29.514,170
192,1,3,192,576,3,20,56,96,38,4,16,72,28,3,23.958,138
192,2,3,192,576,3,64,88,12,60,52,60,10,74,6,16.319,94
